"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","Mean_Across_Years"
"Afghanistan","AFG","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.389,0.393489241600037,NA,0.400284141302109,NA,NA,0.394257794300715
"Albania","ALB","GDP per capita (current US$)","NY.GDP.PCAP.CD",4413.06338346821,4578.63320812155,3952.80357364813,4124.05538986272,4531.03220675893,5287.66080067575,5396.2142432843,5343.0377039956,6377.20309553753,6810.11404104233,5081.38176463951
"Albania","ALB","Government Effectiveness: Estimate","GE.EST",-0.323875933885574,-0.0489184409379959,0.0282399524003267,0.0298212617635727,0.0987358614802361,0.0806501731276512,-0.0621441006660461,-0.154880329966545,-0.0353600680828094,0.0650628432631493,-0.0322668781504034
"Albania","ALB","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.621,0.628666281700134,NA,0.634250938892365,NA,NA,0.627972406864166
"Algeria","DZA","GDP per capita (current US$)","NY.GDP.PCAP.CD",5519.77757552373,5516.22944039649,4197.41998491398,3967.20064743809,4134.93608656171,4171.79038755546,4021.9832660524,3354.15316371593,3700.31469728198,4342.63796796522,4292.6443217405
"Algeria","DZA","Government Effectiveness: Estimate","GE.EST",-0.430986166000366,-0.339201897382736,-0.410823673009872,-0.464160442352295,-0.536838710308075,-0.488373935222626,-0.56773042678833,-0.573433458805084,-0.653295338153839,-0.513090252876282,-0.49779343008995
"Algeria","DZA","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.523,0.531993925571442,NA,0.534556448459625,NA,NA,0.529850124677022
"American Samoa","ASM","GDP per capita (current US$)","NY.GDP.PCAP.CD",12038.8715916596,12313.9973571825,13101.5418159165,13300.8246114811,12372.8847825647,13195.9358995539,13672.576657298,15609.7772196843,16653.7137781725,19673.3901023197,14193.3513815833
"American Samoa","ASM","Government Effectiveness: Estimate","GE.EST",0.487086772918701,0.438977479934692,0.443229764699936,0.48297905921936,0.510402023792267,0.498739510774612,0.490093946456909,0.632899343967438,0.639231383800507,0.667918145656586,0.529155743122101
"American Samoa","ASM","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","GDP per capita (current US$)","NY.GDP.PCAP.CD",44747.7611562684,45680.5469412164,38885.5485894753,39931.2362644858,40632.2089824607,42904.8115883352,41328.6123929102,37207.2388711909,42072.3194231234,41992.7727779758,41538.3056987442
"Andorra","AND","Government Effectiveness: Estimate","GE.EST",1.53268504142761,1.71228265762329,1.74090492725372,1.80549323558807,1.87640738487244,1.87926542758942,1.85206508636475,1.74941408634186,1.74925327301025,1.49530494213104,1.73930760622025
"Andorra","AND","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","GDP per capita (current US$)","NY.GDP.PCAP.CD",5061.34924028416,5011.98441159671,3217.33924430561,1809.70937719455,2439.37444118796,2540.50887797043,2191.34776373555,1450.90511218489,1927.47407832091,3000.44423053173,2865.04367773125
"Angola","AGO","Government Effectiveness: Estimate","GE.EST",-1.24267661571503,-1.05590403079987,-0.928497076034546,-0.971013605594635,-0.951664865016937,-1.00511503219604,-1.12856233119965,-1.25839388370514,-1.12807631492615,-1.04042935371399,-1.0710333108902
"Angola","AGO","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.361,0.360190957784653,NA,0.362405389547348,NA,NA,0.361198782444
"Antigua and Barbuda","ATG","GDP per capita (current US$)","NY.GDP.PCAP.CD",14977.0718321065,15451.4952444039,15985.5411386971,16449.0591470407,16803.8702340001,18133.8226008953,18730.0047966374,15224.8585890561,17178.5437160522,19919.7266867883,16885.3993985678
"Antigua and Barbuda","ATG","Government Effectiveness: Estimate","GE.EST",0.487086772918701,-0.0703446120023727,0.183694764971733,0.218476206064224,-0.0360001102089882,-0.0534708015620708,-0.0546945296227932,-0.204486712813377,-0.19328498840332,-0.159468576312065,0.0117507413029671
"Antigua and Barbuda","ATG","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,0.578216969966888,NA,0.595703899860382,NA,NA,0.586960434913635
"Argentina","ARG","GDP per capita (current US$)","NY.GDP.PCAP.CD",13080.2547323367,12334.7982453893,13789.060424772,12790.2641396135,14613.0356486571,11795.1627452798,9963.67416171662,8500.83793850534,10650.8604604345,13650.6046294524,12116.8553126157
"Argentina","ARG","Government Effectiveness: Estimate","GE.EST",-0.253538548946381,-0.110760383307934,-0.0493510514497757,0.219068825244904,0.135000482201576,0.0280940532684326,-0.120677568018436,-0.253818213939667,-0.389672070741653,-0.282877296209335,-0.107853177189827
"Argentina","ARG","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.611,0.61736673116684,NA,0.602144718170166,NA,NA,0.610170483112335
"Armenia","ARM","GDP per capita (current US$)","NY.GDP.PCAP.CD",3833.15707396348,4017.22991449473,3666.14182210905,3679.95234740376,4041.99507105058,4391.92326991474,4828.50488626598,4505.86774175695,4972.78320361917,7018.05150434798,4495.56068349264
"Armenia","ARM","Government Effectiveness: Estimate","GE.EST",0.078659787774086,-0.255827993154526,-0.331129431724548,-0.311781495809555,-0.251172304153442,-0.170385882258415,-0.225958585739136,-0.304616540670395,-0.281927227973938,-0.314229518175125,-0.236836919188499
"Armenia","ARM","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.572,0.58172595500946,NA,0.578998804092407,NA,NA,0.577574919700622
"Aruba","ABW","GDP per capita (current US$)","NY.GDP.PCAP.CD",26514.8689800777,26940.2641144313,28419.2645344661,28449.7129463044,29329.0817465959,30918.483584133,31902.8098183195,24008.1278217477,29127.7593841909,33300.8388187011,28891.1211748968
"Aruba","ABW","Government Effectiveness: Estimate","GE.EST",1.22132623195648,0.887889862060547,0.848053455352783,0.853404819965363,0.875804901123047,1.01347315311432,0.98783677816391,1.07522451877594,1.08404016494751,1.10533332824707,0.995238721370697
"Aruba","ABW","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","AUS","GDP per capita (current US$)","NY.GDP.PCAP.CD",68198.4193446869,62558.2438786332,56758.8692027821,49918.7939327254,53954.553494614,57273.5204750079,55049.571919719,51868.2475567823,60697.2454358579,65099.8459118981,58137.7311152707
"Australia","AUS","Government Effectiveness: Estimate","GE.EST",1.63284754753113,1.60136985778809,1.53417503833771,1.5333389043808,1.49827075004578,1.55606377124786,1.53876042366028,1.57377552986145,1.47399628162384,1.52887463569641,1.54714727401733
"Australia","AUS","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.803,0.780833959579468,NA,0.770239531993866,NA,NA,0.784691163857778
"Austria","AUT","GDP per capita (current US$)","NY.GDP.PCAP.CD",50731.1272541847,51786.3771747905,44195.8175947748,45307.5878620429,47429.1584564387,51466.5565633634,50067.5857265892,48789.4978498872,53517.8904509612,52084.6811953372,49537.628012837
"Austria","AUT","Government Effectiveness: Estimate","GE.EST",1.57191109657288,1.55362224578857,1.45145058631897,1.47535490989685,1.46740829944611,1.45610499382019,1.49224412441254,1.60626363754272,1.53002023696899,1.46545016765594,1.50698302984238
"Austria","AUT","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.793,0.768673121929169,NA,0.746739745140076,NA,NA,0.769470955689748
"Azerbaijan","AZE","GDP per capita (current US$)","NY.GDP.PCAP.CD",7875.34536661549,7890.84028062087,5500.50364628486,3880.6852276838,4147.1981423222,4739.7943123408,4805.75371765917,4229.91064904503,5408.04535175023,7762.0738285884,5624.01505229109
"Azerbaijan","AZE","Government Effectiveness: Estimate","GE.EST",-0.451402127742767,-0.312760949134827,-0.258776515722275,-0.159305065870285,-0.171281099319458,-0.145044252276421,-0.12810717523098,-0.155563846230507,0.213416561484337,-0.0406579151749611,-0.160948238521814
"Azerbaijan","AZE","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.597,0.62931215763092,NA,0.577767550945282,NA,NA,0.601359902858734
"Bahamas, The","BHS","GDP per capita (current US$)","NY.GDP.PCAP.CD",26955.7889277843,28203.3556822767,29724.9533355233,29675.5358910641,30708.9870181946,31483.9788408235,32279.0113630465,23998.2680191207,28260.4325506367,31458.300811739,29274.8612440209
"Bahamas, The","BHS","Government Effectiveness: Estimate","GE.EST",0.867901861667633,0.72564971446991,0.679679214954376,0.682798445224762,0.53955864906311,0.500147342681885,0.445289075374603,0.405644178390503,0.419716477394104,0.424218326807022,0.569060328602791
"Bahamas, The","BHS","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","BHR","GDP per capita (current US$)","NY.GDP.PCAP.CD",25790.7303121382,25464.760097715,22795.4488576612,22867.1811196134,24349.9098701325,25415.8466249472,25869.1129129041,23433.1872362574,26850.0033915702,30146.925026365,25298.3105449304
"Bahrain","BHR","Government Effectiveness: Estimate","GE.EST",0.563814997673035,0.544873297214508,0.510042667388916,0.273077875375748,0.136370822787285,0.119554743170738,0.245266824960709,0.390768140554428,0.683325052261353,0.640424907207489,0.410751932859421
"Bahrain","BHR","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.668,0.663898766040802,NA,0.652472019195557,NA,NA,0.66145692841212
"Bangladesh","BGD","GDP per capita (current US$)","NY.GDP.PCAP.CD",973.773904318684,1108.51495720707,1236.00439239816,1659.96249605674,1815.61026180185,1963.41249219641,2122.07839667492,2233.30590129762,2457.92403936141,2688.30550090738,1825.88923422202
"Bangladesh","BGD","Government Effectiveness: Estimate","GE.EST",-0.796950340270996,-0.774807810783386,-0.752515137195587,-0.706855893135071,-0.751890540122986,-0.762530446052551,-0.753748297691345,-0.779725730419159,-0.65562778711319,-0.76255190372467,-0.749720388650894
"Bangladesh","BGD","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.479,0.458553284406662,NA,0.46403643488884,NA,NA,0.467196573098501
"Barbados","BRB","GDP per capita (current US$)","NY.GDP.PCAP.CD",16923.5909197623,16964.7522640211,17023.6943646321,17381.3650865426,17881.5632533033,18271.2522525099,19063.1022913841,16882.5015230162,17507.4679943101,20238.7842420154,17813.8074191497
"Barbados","BRB","Government Effectiveness: Estimate","GE.EST",1.35117244720459,1.20008456707001,0.989431440830231,1.04431366920471,0.799872100353241,0.385415732860565,0.592136740684509,0.44402226805687,0.498197883367538,0.428703635931015,0.773335048556328
"Barbados","BRB","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","BLR","GDP per capita (current US$)","NY.GDP.PCAP.CD",7998.0802045456,8341.29014337961,5967.06856034227,5039.77560949445,5785.53397723676,6360.05310087258,6837.76832136779,6542.8645398436,7489.71894713888,7888.26371063212,6825.04171148537
"Belarus","BLR","Government Effectiveness: Estimate","GE.EST",-0.961324989795685,-0.489301294088364,-0.489001840353012,-0.513335704803467,-0.357484430074692,-0.297697931528091,-0.174313709139824,-0.82950896024704,-0.804550170898438,-0.851105093955994,-0.576762412488461
"Belarus","BLR","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,0.700078189373016,NA,NA,0.700078189373016
"Belgium","BEL","GDP per capita (current US$)","NY.GDP.PCAP.CD",46757.9518559598,47764.0715120833,41008.296719472,42012.6227191016,44198.4823908691,47544.9811472757,46641.7214017087,45609.0034936111,51850.3971840229,49926.8254295305,46331.4353853635
"Belgium","BEL","Government Effectiveness: Estimate","GE.EST",1.70255434513092,1.5182546377182,1.53023040294647,1.39854896068573,1.24059319496155,1.22472155094147,1.11346733570099,1.07878303527832,1.08703339099884,1.22765874862671,1.31218456029892
"Belgium","BEL","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.757,0.762759745121002,NA,0.76041966676712,NA,NA,0.760059803962707
"Belize","BLZ","GDP per capita (current US$)","NY.GDP.PCAP.CD",5865.47090174488,6031.54840210944,6098.60007958976,6099.95710191497,6049.3919477765,6001.02426184093,6134.21523305713,5185.1580697602,6060.96822340845,6984.21695968163,6051.05511808839
"Belize","BLZ","Government Effectiveness: Estimate","GE.EST",-0.145987525582314,-0.542809426784515,-0.641648054122925,-0.635412931442261,-0.669915676116943,-0.627337217330933,-0.634144604206085,-0.603375792503357,-0.526224076747894,-0.356178641319275,-0.53830339461565
"Belize","BLZ","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN","GDP per capita (current US$)","NY.GDP.PCAP.CD",1214.29556540248,1251.50476511083,1041.65252315983,1049.82030349923,1095.27445905119,1194.43821427144,1170.8859954114,1240.73315536982,1360.91147421492,1302.85103626824,1192.23674917594
"Benin","BEN","Government Effectiveness: Estimate","GE.EST",-0.508523464202881,-0.484983444213867,-0.681488275527954,-0.624919176101685,-0.697799921035767,-0.631400346755981,-0.490515828132629,-0.29078072309494,-0.237670883536339,-0.164296001195908,-0.481237806379795
"Benin","BEN","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.406,0.396950334310532,NA,0.400290727615356,NA,NA,0.401080353975296
"Bermuda","BMU","GDP per capita (current US$)","NY.GDP.PCAP.CD",99471.6388978631,98467.683993982,102005.62564189,106885.878489327,111820.581466347,113050.73688163,116153.166121638,107791.886435134,111774.669092278,118774.790656677,108619.665767677
"Bermuda","BMU","Government Effectiveness: Estimate","GE.EST",1.00988590717316,0.948299586772919,0.962299764156342,1.27648758888245,1.33000528812408,1.32705497741699,1.30727672576904,1.47028541564941,1.47174787521362,1.21950936317444,1.23228524923325
"Bermuda","BMU","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan","BTN","GDP per capita (current US$)","NY.GDP.PCAP.CD",2409.44000583608,2589.89916029556,2695.63692363803,2879.54656392589,3427.17384450869,3389.77730342702,3564.59877168289,3181.33974721703,3560.19770457687,NA,3077.51222501201
"Bhutan","BTN","Government Effectiveness: Estimate","GE.EST",0.421024292707443,0.293620437383652,0.419157713651657,0.49628883600235,0.56398469209671,0.28326153755188,0.251602798700333,0.300448268651962,0.701729655265808,0.556007385253906,0.42871256172657
"Bhutan","BTN","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,0.475297033786774,NA,NA,0.475297033786774
"Bolivia","BOL","GDP per capita (current US$)","NY.GDP.PCAP.CD",2853.79716191598,3022.46288443562,2975.64881143063,3013.50270721666,3280.0082139387,3471.0069506501,3472.38083136442,3068.81255516456,3345.02300226194,3600.12163486427,3210.27647532429
"Bolivia","BOL","Government Effectiveness: Estimate","GE.EST",-0.378246128559113,-0.581343531608582,-0.676364421844482,-0.60018265247345,-0.395686626434326,-0.329635828733444,-0.790492653846741,-0.725854098796844,-0.762389004230499,-0.563976764678955,-0.580417171120644
"Bolivia","BOL","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)","NY.GDP.PCAP.CD",5025.24175294061,5196.97008415107,4654.60862038896,4917.26376596306,5327.39230422044,6024.49314979655,6094.72482322311,6095.10423658487,7230.19883771887,7568.79847995923,5813.47960549468
"Bosnia and Herzegovina","BIH","Government Effectiveness: Estimate","GE.EST",-0.432592630386353,-0.490966618061066,-0.623982071876526,-0.451145976781845,-0.518492341041565,-0.670606136322021,-0.706194877624512,-1.075679063797,-1.07374393939972,-1.06442642211914,-0.710783007740975
"Bosnia and Herzegovina","BIH","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.618,0.619265019893646,NA,0.57968407869339,NA,NA,0.605649699529012
"Botswana","BWA","GDP per capita (current US$)","NY.GDP.PCAP.CD",6436.60331866558,6844.03324966349,5869.73757890628,6411.55166556511,6705.34106165815,6947.81784114167,6691.16105313603,5875.07060596716,7238.79609753108,7738.87880407803,6675.89912763126
"Botswana","BWA","Government Effectiveness: Estimate","GE.EST",0.379214346408844,0.298719048500061,0.451840460300446,0.497938424348831,0.367220342159271,0.254732549190521,0.375697076320648,0.167751252651215,0.323804676532745,0.463997155427933,0.358091533184052
"Botswana","BWA","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.424,0.412516504526138,NA,0.414028495550156,NA,NA,0.416848333358765
"Brazil","BRA","GDP per capita (current US$)","NY.GDP.PCAP.CD",12258.5657091866,12071.4044637296,8783.2154236384,8680.73646873878,9896.71889500528,9121.02099480377,8845.32414932264,6923.6999117682,7696.78483012849,8917.67491057495,9319.51457568967
"Brazil","BRA","Government Effectiveness: Estimate","GE.EST",-0.11827490478754,-0.175329744815826,-0.254576027393341,-0.248414695262909,-0.316740095615387,-0.520446002483368,-0.233971297740936,-0.465359300374985,-0.492295622825623,-0.587532162666321,-0.341293985396624
"Brazil","BRA","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.56,0.545723736286163,NA,0.551497936248779,NA,NA,0.552407224178314
"British Virgin Islands","VGB","GDP per capita (current US$)","NY.GDP.PCAP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"British Virgin Islands","VGB","Government Effectiveness: Estimate","GE.EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"British Virgin Islands","VGB","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunei Darussalam","BRN","GDP per capita (current US$)","NY.GDP.PCAP.CD",43950.0454619989,41035.7771227892,30681.4339698653,26762.0350436621,28186.9867351423,31240.5017887246,30748.3092371228,27179.3528869398,31448.9127482937,37152.4769749763,32838.5831969515
"Brunei Darussalam","BRN","Government Effectiveness: Estimate","GE.EST",0.865128815174103,1.08203399181366,1.02662456035614,1.04898059368134,1.10762357711792,1.21318626403809,1.2790025472641,1.38349044322968,1.40679204463959,1.4222446680069,1.18351075053215
"Brunei Darussalam","BRN","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,0.626391351222992,NA,NA,0.626391351222992
"Bulgaria","BGR","GDP per capita (current US$)","NY.GDP.PCAP.CD",7687.71368243317,7912.27484371138,7078.86032298969,7570.93165511708,8381.88134621669,9447.65589681469,9874.33632625168,10148.3423954435,12219.3418706779,13974.4492487792,9429.5787588435
"Bulgaria","BGR","Government Effectiveness: Estimate","GE.EST",-0.0126361800357699,-0.111549824476242,-0.0120409009978175,0.0897914543747902,0.0983268171548843,0.112081617116928,0.173825904726982,-0.213883146643639,-0.172955214977264,-0.270799845457077,-0.0319839319214225
"Bulgaria","BGR","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.676,0.670277237892151,NA,0.613898158073425,NA,NA,0.653391798655192
"Burkina Faso","BFA","GDP per capita (current US$)","NY.GDP.PCAP.CD",762.303780103138,767.371344051512,632.12668582235,665.786328598963,711.184543433623,779.202768619387,765.229560401644,823.552410880968,888.781078836766,830.03715033429,762.557565108264
"Burkina Faso","BFA","Government Effectiveness: Estimate","GE.EST",-0.669115602970123,-0.591447770595551,-0.690876185894012,-0.637808084487915,-0.639033019542694,-0.643938779830933,-0.778358161449432,-0.707874298095703,-0.763961493968964,-0.825155377388,-0.694756877422333
"Burkina Faso","BFA","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.369,0.378283977508545,NA,0.383691936731339,NA,NA,0.376991971413295
"Burundi","BDI","GDP per capita (current US$)","NY.GDP.PCAP.CD",241.547665709857,257.818557410131,289.359627206129,242.539527292978,244.14542219677,232.060616627711,216.972970900616,216.827417480868,221.157803430781,259.025031363515,242.145463961936
"Burundi","BDI","Government Effectiveness: Estimate","GE.EST",-1.07022106647491,-1.15071046352386,-1.23677468299866,-1.48354923725128,-1.3824896812439,-1.44970750808716,-1.37477970123291,-1.30227255821228,-1.35740172863007,-1.26284074783325,-1.30707473754883
"Burundi","BDI","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.38,0.38957479596138,NA,0.386170625686646,NA,NA,0.385248473882675
"Cabo Verde","CPV","GDP per capita (current US$)","NY.GDP.PCAP.CD",3757.65995326233,3739.27827890219,3169.07890082563,3312.69674458487,3534.34357478817,3860.4548075811,3903.05031683625,3126.39985872259,3398.16537614695,3754.30479371603,3555.54326053661
"Cabo Verde","CPV","Government Effectiveness: Estimate","GE.EST",0.0419596955180168,0.0374208055436611,0.168133139610291,0.113299570977688,0.143416240811348,0.340959072113037,0.278715848922729,0.197070047259331,-0.001368927070871,-0.0262028370052576,0.129340265667997
"Cabo Verde","CPV","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodia","KHM","GDP per capita (current US$)","NY.GDP.PCAP.CD",1015.22088134268,1098.07453750531,1170.74281578643,1281.10597105412,1400.89926522987,1533.31598466079,1671.3854000919,1577.91173991645,1625.23502147979,1759.60802346044,1413.34996405278
"Cambodia","KHM","Government Effectiveness: Estimate","GE.EST",-0.912537574768066,-0.698205411434174,-0.743951737880707,-0.743826746940613,-0.696423292160034,-0.600180506706238,-0.623606085777283,-0.451601684093475,-0.478109896183014,-0.351662397384644,-0.630010533332825
"Cambodia","KHM","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.493,0.490684866905212,NA,0.491589874029159,NA,NA,0.491758246978124
"Cameroon","CMR","GDP per capita (current US$)","NY.GDP.PCAP.CD",1559.13904919246,1631.7139850845,1399.67533591995,1426.06548113211,1479.86222187116,1594.06011023775,1538.68791249516,1539.13054519245,1654.25703730592,1563.48894034459,1538.6080618776
"Cameroon","CMR","Government Effectiveness: Estimate","GE.EST",-0.925010025501251,-0.812077939510345,-0.833250224590302,-0.822241187095642,-0.861996114253998,-0.857515573501587,-0.866170048713684,-0.931451499462128,-0.90432471036911,-0.881544709205627,-0.869558203220367
"Cameroon","CMR","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.394,0.393320679664612,NA,0.397401511669159,NA,NA,0.394907397111257
"Canada","CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD",52635.1749580433,50955.9983232404,43596.1355365546,42315.6037056806,45129.4292980922,46548.6384108296,46374.1527517191,43562.4358311849,52515.1998350503,55522.445687688,47915.5214338083
"Canada","CAN","Government Effectiveness: Estimate","GE.EST",1.78125011920929,1.75435316562653,1.73175251483917,1.74549269676208,1.81537175178528,1.67517793178558,1.69739508628845,1.59874486923218,1.56352460384369,1.56707048416138,1.69301332235336
"Canada","CAN","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.799,0.800089955329895,NA,0.797520101070404,NA,NA,0.7988700188001
"Cayman Islands","CYM","GDP per capita (current US$)","NY.GDP.PCAP.CD",75685.3573693412,76610.6484563953,77295.8452934434,78858.2802552237,81255.1124569481,85231.7742542655,89846.321220347,83897.505443389,88475.600468094,99624.8854439134,83678.1330661361
"Cayman Islands","CYM","Government Effectiveness: Estimate","GE.EST",1.22132623195648,1.17549276351929,1.13080954551697,1.1409375667572,1.18211960792542,1.15808200836182,1.12526774406433,1.07522451877594,1.23964309692383,1.26233518123627,1.17112382650375
"Cayman Islands","CYM","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central African Republic","CAF","GDP per capita (current US$)","NY.GDP.PCAP.CD",352.22685487121,394.856932975083,351.879754769554,372.135456093031,414.74032227842,435.93229660798,426.408753120209,435.469247800022,461.137510956047,427.058096191269,407.184522566283
"Central African Republic","CAF","Government Effectiveness: Estimate","GE.EST",-1.62511491775513,-1.87946033477783,-1.81012177467346,-1.8060200214386,-1.79320251941681,-1.735271692276,-1.780198097229,-1.72857892513275,-1.67205941677094,-1.7093962430954,-1.75394239425659
"Central African Republic","CAF","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,0.291631907224655,NA,NA,0.291631907224655
"Chad","TCD","GDP per capita (current US$)","NY.GDP.PCAP.CD",980.083544373007,1017.78776208855,774.411603124119,691.980077427731,662.897472963315,720.265101427085,701.621201027424,643.772215694009,685.690315037547,716.804381134584,759.531367429737
"Chad","TCD","Government Effectiveness: Estimate","GE.EST",-1.38918936252594,-1.50981950759888,-1.4899959564209,-1.55864953994751,-1.51080346107483,-1.56217360496521,-1.60704827308655,-1.51056945323944,-1.46075594425201,-1.42290568351746,-1.50219107866287
"Chad","TCD","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.293,0.299028992652893,NA,0.299782782793045,NA,NA,0.297270591815313
"Channel Islands","CHI","GDP per capita (current US$)","NY.GDP.PCAP.CD",NA,NA,NA,58093.9960625367,57683.8938973128,62316.2199488315,61281.3272247009,57339.5268713567,67960.7269955768,NA,60779.2818333859
"Channel Islands","CHI","Government Effectiveness: Estimate","GE.EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Channel Islands","CHI","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chile","CHL","GDP per capita (current US$)","NY.GDP.PCAP.CD",15842.15915686,14675.1508730028,13567.3572174332,13788.2400157601,15034.0584252287,15820.0333571155,14632.6903076927,13173.7847941723,16240.6077759729,15355.4797401048,14812.9561663343
"Chile","CHL","Government Effectiveness: Estimate","GE.EST",1.15845036506653,1.03544294834137,0.919540107250214,0.834684908390045,0.809503495693207,0.907250463962555,0.863591849803925,0.70538467168808,0.592204332351685,0.546773970127106,0.837282711267472
"Chile","CHL","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.674,0.665265142917633,NA,0.651604175567627,NA,NA,0.663623106161753
"China","CHN","GDP per capita (current US$)","NY.GDP.PCAP.CD",7020.38607424065,7636.0743401587,8016.44559491162,8094.39016730811,8817.04560829162,9905.40638307759,10143.8602205959,10408.7195541075,12617.5051041181,12720.2163182363,9538.00493650461
"China","CHN","Government Effectiveness: Estimate","GE.EST",-0.00465791253373027,0.355403989553452,0.417484968900681,0.356864213943481,0.416717708110809,0.496618092060089,0.54490339756012,0.644194781780243,0.809331774711609,0.495032012462616,0.453189302654937
"China","CHN","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.673,0.64709883928299,NA,0.65310263633728,NA,NA,0.657733825206757
"Colombia","COL","GDP per capita (current US$)","NY.GDP.PCAP.CD",8263.64192942212,8167.47284156278,6228.65162186089,5936.2610216683,6449.97098726076,6782.03792033195,6436.50921529527,5304.28912886641,6182.70709867964,6624.16539269075,6637.57071576389
"Colombia","COL","Government Effectiveness: Estimate","GE.EST",0.0535053834319115,-0.13524903357029,-0.0933124199509621,-0.0364807955920696,-0.140618026256561,-0.139319524168968,0.032749880105257,0.00868012197315693,-0.0466581918299198,0.0144156282767653,-0.048228697758168
